"","Count","Words"
"and the lakers",53,"and the lakers"
"the union county",53,"the union county"
"gov jon corzine",53,"gov jon corzine"
"p.m sunday at",53,"p.m sunday at"
"points and nine",53,"points and nine"
"with the cardinals",53,"with the cardinals"
"the washington county",53,"the washington county"
"the iconic boyz",53,"the iconic boyz"
"haha thank you",53,"haha thank you"
"happy bday to",53,"happy bday to"
"follow back and",53,"follow back and"
"rt if i",53,"rt if i"
"you on here",53,"you on here"
"my new twitter",53,"my new twitter"
"or lack of",52,"or lack of"
"we are headed",52,"we are headed"
"to the subject",52,"to the subject"
"the findings of",52,"the findings of"
"made the trip",52,"made the trip"
"the face with",52,"the face with"
"items on the",52,"items on the"
"way across the",52,"way across the"
"led to an",52,"led to an"
"she was looking",52,"she was looking"
"taken with the",52,"taken with the"
"a much smaller",52,"a much smaller"
"they have also",52,"they have also"
"all through the",52,"all through the"
"in the team",52,"in the team"
"energy in the",52,"energy in the"
"almost to the",52,"almost to the"
"of the muslim",52,"of the muslim"
"to the article",52,"to the article"
"valley of the",52,"valley of the"
"can and should",52,"can and should"
"for the average",52,"for the average"
"his head to",52,"his head to"
"where it all",52,"where it all"
"it all goes",52,"it all goes"
"as of yet",52,"as of yet"
"me this was",52,"me this was"
"just as long",52,"just as long"
"told me this",52,"told me this"
"yourself if you",52,"yourself if you"
"about the impact",52,"about the impact"
"on the opening",52,"on the opening"
"the park with",52,"the park with"
"for men and",52,"for men and"
"would be helpful",52,"would be helpful"
"a real treat",52,"a real treat"
"job and i",52,"job and i"
"just a good",52,"just a good"
"think of him",52,"think of him"
"love and miss",52,"love and miss"
"as a joke",52,"as a joke"
"thought about that",52,"thought about that"
"the energy and",52,"the energy and"
"might be time",52,"might be time"
"when they can",52,"when they can"
"was when the",52,"was when the"
"a long road",52,"a long road"
"not if you",52,"not if you"
"no i haven't",52,"no i haven't"
"when i hit",52,"when i hit"
"like he has",52,"like he has"
"it has more",52,"it has more"
"place where we",52,"place where we"
"just couldn't get",52,"just couldn't get"
"work will be",52,"work will be"
"and she just",52,"and she just"
"into a few",52,"into a few"
"to eat with",52,"to eat with"
"a new kind",52,"a new kind"
"minutes a day",52,"minutes a day"
"mix in the",52,"mix in the"
"would say i",52,"would say i"
"on this card",52,"on this card"
"that way he",52,"that way he"
"never to be",52,"never to be"
"i sit in",52,"i sit in"
"of the fifth",52,"of the fifth"
"until then i",52,"until then i"
"right along with",52,"right along with"
"nearly two decades",52,"nearly two decades"
"then you get",52,"then you get"
"and there it",52,"and there it"
"on black friday",52,"on black friday"
"hear back from",52,"hear back from"
"quote from the",52,"quote from the"
"the campaign for",52,"the campaign for"
"for the property",52,"for the property"
"sense of place",52,"sense of place"
"a dinner party",52,"a dinner party"
"out of four",52,"out of four"
"and became the",52,"and became the"
"so he had",52,"so he had"
"there i said",52,"there i said"
"for no apparent",52,"for no apparent"
"no apparent reason",52,"no apparent reason"
"i started looking",52,"i started looking"
"of the jewish",52,"of the jewish"
"i mean a",52,"i mean a"
"said i do",52,"said i do"
"on facebook or",52,"on facebook or"
"at the final",52,"at the final"
"as that of",52,"as that of"
"to understand it",52,"to understand it"
"the chief of",52,"the chief of"
"is to show",52,"is to show"
"with this in",52,"with this in"
"felt a bit",52,"felt a bit"
"more time for",52,"more time for"
"picture of her",52,"picture of her"
"oh i don't",52,"oh i don't"
"for permission to",52,"for permission to"
"a day trip",52,"a day trip"
"off of a",52,"off of a"
"want to marry",52,"want to marry"
"my daughter to",52,"my daughter to"
"jumped out of",52,"jumped out of"
"joy in the",52,"joy in the"
"what is most",52,"what is most"
"willing to put",52,"willing to put"
"black history month",52,"black history month"
"to walk and",52,"to walk and"
"know it sounds",52,"know it sounds"
"a turn for",52,"a turn for"
"give up my",52,"give up my"
"than that the",52,"than that the"
"and the list",52,"and the list"
"on a list",52,"on a list"
"way things are",52,"way things are"
"i pointed out",52,"i pointed out"
"his plan to",52,"his plan to"
"ourselves and our",52,"ourselves and our"
"took up the",52,"took up the"
"and on to",52,"and on to"
"about half an",52,"about half an"
"course i am",52,"course i am"
"and it gives",52,"and it gives"
"to establish the",52,"to establish the"
"the girls who",52,"the girls who"
"one i love",52,"one i love"
"job to do",52,"job to do"
"is the opposite",52,"is the opposite"
"can't remember what",52,"can't remember what"
"their kids to",52,"their kids to"
"to sing the",52,"to sing the"
"as we got",52,"as we got"
"a close up",52,"a close up"
"into the pan",52,"into the pan"
"but now we",52,"but now we"
"and there and",52,"and there and"
"made a point",52,"made a point"
"you really can't",52,"you really can't"
"now would be",52,"now would be"
"just shy of",52,"just shy of"
"i started working",52,"i started working"
"of me was",52,"of me was"
"some things i",52,"some things i"
"a straight line",52,"a straight line"
"you have them",52,"you have them"
"clear of the",52,"clear of the"
"was amazed at",52,"was amazed at"
"more and i",52,"more and i"
"she was there",52,"she was there"
"comes off as",52,"comes off as"
"how about this",52,"how about this"
"even get me",52,"even get me"
"a statement of",52,"a statement of"
"at the level",52,"at the level"
"in the traditional",52,"in the traditional"
"who likes to",52,"who likes to"
"or i would",52,"or i would"
"or try to",52,"or try to"
"cool enough to",52,"cool enough to"
"the quest for",52,"the quest for"
"just don't see",52,"just don't see"
"be focused on",52,"be focused on"
"but have been",52,"but have been"
"large bowl combine",52,"large bowl combine"
"we do with",52,"we do with"
"to seek the",52,"to seek the"
"only two of",52,"only two of"
"and onto the",52,"and onto the"
"to the realization",52,"to the realization"
"a more than",52,"a more than"
"and his new",52,"and his new"
"said she will",52,"said she will"
"with some other",52,"with some other"
"cups of water",52,"cups of water"
"the salt and",52,"the salt and"
"and the price",52,"and the price"
"i think as",52,"i think as"
"to keep doing",52,"to keep doing"
"months i have",52,"months i have"
"a security guard",52,"a security guard"
"you can almost",52,"you can almost"
"work for them",52,"work for them"
"spent time with",52,"spent time with"
"card i used",52,"card i used"
"are really good",52,"are really good"
"we really have",52,"we really have"
"home is a",52,"home is a"
"is for my",52,"is for my"
"power of god",52,"power of god"
"made it easier",52,"made it easier"
"have no other",52,"have no other"
"do this by",52,"do this by"
"if they aren't",52,"if they aren't"
"my review of",52,"my review of"
"the control of",52,"the control of"
"had to tell",52,"had to tell"
"watch the movie",52,"watch the movie"
"of the teachers",52,"of the teachers"
"to check them",52,"to check them"
"going through some",52,"going through some"
"a shock to",52,"a shock to"
"talk about her",52,"talk about her"
"i wondered how",52,"i wondered how"
"is behind the",52,"is behind the"
"the hearts and",52,"the hearts and"
"for the chicago",52,"for the chicago"
"been interested in",52,"been interested in"
"not it is",52,"not it is"
"public health and",52,"public health and"
"are some tips",52,"are some tips"
"week and then",52,"week and then"
"am reminded of",52,"am reminded of"
"raised in a",52,"raised in a"
"works best for",52,"works best for"
"been going to",52,"been going to"
"he doesn't even",52,"he doesn't even"
"is too late",52,"is too late"
"i imagine that",52,"i imagine that"
"need to just",52,"need to just"
"into the living",52,"into the living"
"over the previous",52,"over the previous"
"and i forgot",52,"and i forgot"
"of a handful",52,"of a handful"
"the standard of",52,"the standard of"
"there to do",52,"there to do"
"year as well",52,"year as well"
"the men of",52,"the men of"
"a little worried",52,"a little worried"
"hit with the",52,"hit with the"
"i put together",52,"i put together"
"it was fine",52,"it was fine"
"moved from the",52,"moved from the"
"of the shower",52,"of the shower"
"not give a",52,"not give a"
"the film i",52,"the film i"
"by the international",52,"by the international"
"to it so",52,"to it so"
"until light and",52,"until light and"
"on low speed",52,"on low speed"
"to look a",52,"to look a"
"up and he",52,"up and he"
"be sure you",52,"be sure you"
"go to waste",52,"go to waste"
"of the fight",52,"of the fight"
"a decade and",52,"a decade and"
"for a specific",52,"for a specific"
"you will probably",52,"you will probably"
"years later when",52,"years later when"
"a chance and",52,"a chance and"
"with it all",52,"with it all"
"guess what i'm",52,"guess what i'm"
"when i decided",52,"when i decided"
"too i am",52,"too i am"
"of doing that",52,"of doing that"
"presence of a",52,"presence of a"
"way we are",52,"way we are"
"last weekend and",52,"last weekend and"
"all the fuss",52,"all the fuss"
"of the devil",52,"of the devil"
"a woman of",52,"a woman of"
"i guess not",52,"i guess not"
"on the outskirts",52,"on the outskirts"
"new year with",52,"new year with"
"of myself and",52,"of myself and"
"i have posted",52,"i have posted"
"at least and",52,"at least and"
"be too late",52,"be too late"
"unemployment rate is",52,"unemployment rate is"
"do to keep",52,"do to keep"
"was the point",52,"was the point"
"took a look",52,"took a look"
"something you have",52,"something you have"
"may actually be",52,"may actually be"
"of the record",52,"of the record"
"of them being",52,"of them being"
"that people don't",52,"that people don't"
"find a better",52,"find a better"
"to break a",52,"to break a"
"case you are",52,"case you are"
"for minutes to",52,"for minutes to"
"hope it will",52,"hope it will"
"after all is",52,"after all is"
"scene of a",52,"scene of a"
"how to manage",52,"how to manage"
"about this time",52,"about this time"
"unless there is",52,"unless there is"
"directly related to",52,"directly related to"
"worth the price",52,"worth the price"
"to bring some",52,"to bring some"
"to his new",52,"to his new"
"a family in",52,"a family in"
"we think about",52,"we think about"
"to listen and",52,"to listen and"
"what happened next",52,"what happened next"
"this post was",52,"this post was"
"has access to",52,"has access to"
"a bit so",52,"a bit so"
"i also need",52,"i also need"
"i'm good at",52,"i'm good at"
"then they will",52,"then they will"
"to no one",52,"to no one"
"will be moving",52,"will be moving"
"st louis to",52,"st louis to"
"hanging in the",52,"hanging in the"
"have a point",52,"have a point"
"i can't understand",52,"i can't understand"
"and that could",52,"and that could"
"do well to",52,"do well to"
"they will continue",52,"they will continue"
"could be wrong",52,"could be wrong"
"maybe i could",52,"maybe i could"
"though there was",52,"though there was"
"state university in",52,"state university in"
